endTime,artistName,trackName,msPlayed
2022-12-18 06:01,Matt Landi,"Oh Man, What a View!",203000
2022-12-18 06:05,Niall Horan,This Town,232852
2022-12-18 06:07,Caleb Hearn,Always Be 2.0,165000
2022-12-18 06:11,Anson Seabra,Walked Through Hell,216864
2022-12-18 06:14,Sara Kays,Remember That Night?,216822
2022-12-18 06:18,James Arthur,Train Wreck,208826
2022-12-18 06:22,nilu,Are You With Me,249661
2022-12-18 06:25,5 Seconds of Summer,Lover Of Mine,206973
2022-12-18 06:29,James TW,When You Love Someone,25243
2022-12-18 06:29,Jeremy Zucker,scared,207520
2022-12-18 06:34,Anson Seabra,Broken,305675
2022-12-18 06:38,Isak Danielson,Broken,216338
2022-12-18 06:41,Finding Hope,Nightlight,175538
2022-12-18 06:44,Kygo,Stranger Things (feat. OneRepublic),183897
2022-12-18 06:48,Sleeping At Last,Chasing Cars,242564
2022-12-18 06:51,BANNERS,Someone To You - Acoustic,214906
2022-12-18 06:55,Alessia Cara,River Of Tears,254506
2022-12-18 07:00,Anson Seabra,When It's Over,257333
2022-12-18 07:02,Tate McRae,you broke me first,169265
2022-12-18 07:07,Ruel,Hard Sometimes,269493
2022-12-18 07:10,Sara Kays,Chosen Last,226847
2022-12-18 07:13,Alexander 23,IDK You Yet,184638
2022-12-18 07:17,Birdy,Deep End,208840
2022-12-18 07:20,Sara Kays,Rich Boy,177264
2022-12-18 07:24,Oh Wonder,White Blood,257426
2022-12-18 07:27,Ashe,Moral of the Story,185736
2022-12-18 07:30,Sara Kays,Smaller Than This,208655
2022-12-18 07:31,Madison Beer,Selfish,51639
2022-12-18 07:33,5 Seconds of Summer,Amnesia,1642
2022-12-18 07:33,Anson Seabra,Welcome to Wonderland,0
2022-12-18 07:36,Lewis Capaldi,Hold Me While You Wait,205686
2022-12-18 07:39,Avicii,The Nights,176658
2022-12-18 07:43,lovelytheband,broken,204878
2022-12-18 07:48,Cole Norton,Perfect,319665
2022-12-18 07:53,M83,Wait,343253
2022-12-18 07:57,One Direction,18,157700
2022-12-18 07:58,Jaymes Young,Happiest Year,1600
2022-12-18 07:58,Olivia O'Brien,Complicated,1130
2022-12-18 07:58,Sabrina Carpenter,We'll Be The Stars,1834
2022-12-18 07:58,Bruno Mars,When I Was Your Man,1216
2022-12-18 07:58,Lost Frequencies,Melody,1258
2022-12-18 07:58,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",1727
2022-12-18 07:58,Shawn Mendes,Life Of The Party,6122
2022-12-18 07:58,Tate McRae,Teenage Mind,1343
2022-12-18 07:58,One Direction,Perfect,1088
2022-12-18 07:58,The Chainsmokers,Closer,5056
2022-12-18 07:58,Miley Cyrus,When I Look At You,1237
2022-12-18 07:58,Ruth B.,Lost Boy,1301
2022-12-18 07:58,Lovesik,Falling Into Love,2026
2022-12-18 08:02,Chayanne,Veo en ti la luz,217226
2022-12-18 08:06,The Chainsmokers,Don't Let Me Down,17886
2022-12-18 08:06,Emeli Sandé,"Read All About It, Pt. III",283706
2022-12-18 08:12,Kodaline,All I Want,305746
2022-12-18 08:12,Demi Lovato,Stone Cold,34206
2022-12-18 08:16,Madilyn Bailey,Let It Go,232226
2022-12-18 08:16,Troy,You Are the Music in Me,21710
2022-12-18 08:20,Dylan Conrique,birthday cake,205280
2022-12-18 08:23,Lewis Capaldi,Someone You Loved,182160
2022-12-18 08:26,Cali Y El Dandee,Yo Te Esperaré,232253
2022-12-18 08:30,P!nk,Try,247906
2022-12-18 08:34,Cali Y El Dandee,Te Necesito (Déjà Vu),212226
2022-12-18 08:37,Katie Sky,Monsters,217840
2022-12-18 08:41,Ed Sheeran,All of the Stars,234986
2022-12-18 08:45,Zoe Wees,Control,230880
2022-12-18 08:49,Justin Bieber,Nothing Like Us,174100
2022-12-18 09:53,Morat,Salir Con Vida,176086
2022-12-18 09:55,Morat,Santa Fe,166179
2022-12-18 09:57,TINI,Consejo de Amor,107412
2022-12-18 09:57,Morat,Al Aire,1280
2022-12-18 09:57,Morat,Cómo Te Atreves,1045
2022-12-18 10:00,Morat,París,182187
2022-12-18 10:04,Nabález,La Correcta,219198
2022-12-18 10:04,Morat,Mi Suerte,12537
2022-12-18 10:04,Morat,Enamórate De Alguien Más,5546
2022-12-18 10:04,Paty Cantú,¿ A Dónde Vamos A Parar ?,2730
2022-12-18 10:08,Morat,No Termino,239826
2022-12-18 10:11,Morat,El Embrujo,42775
2022-12-18 10:11,Morat,Para Que Nadie Se Entere,175780
2022-12-18 10:13,Morat,Mi Nuevo Vicio,75093
2022-12-18 10:16,Morat,Causa Perdida,220887
2022-12-18 10:19,Morat,Simplemente Pasan,181316
2022-12-18 10:23,Morat,Cuando Nadie Ve,219184
2022-12-18 10:26,Morat,506,180546
2022-12-18 10:28,Morat,¿Qué Ganas?,128588
2022-12-25 14:51,Austin Farwell,I Miss That Time,80108
2022-12-25 14:53,Patrick Watson,Je te laisserai des mots,160853
2022-12-25 14:56,New West,Those Eyes - Slowed + Reverb,36064
2022-12-25 14:56,Genevieve Stokes,Habits,136733
2022-12-25 15:00,New West,Those Eyes,220750
2022-12-25 15:05,Edward Sharpe & The Magnetic Zeros,Home,303200
2022-12-25 15:08,Sadie Jean,Locksmith,164081
2022-12-25 15:11,JVKE,golden hour,209259
2022-12-25 15:15,Julie and the Phantoms Cast,Unsaid Emily (feat. Charlie Gillespie),230240
2022-12-25 15:18,Clara Mae,Not Sad Anymore,195563
2022-12-25 15:22,Katy Perry,Wide Awake,220946
2022-12-25 15:26,James Arthur,Car's Outside - Acoustic,248735
2022-12-25 15:29,Maddie Zahm,Fat Funny Friend,199764
2022-12-25 15:32,Rosa Linn,SNAP,179551
2022-12-25 15:35,Dean Lewis,7 Minutes,211453
2022-12-25 15:38,Tate McRae,that way,175026
2022-12-25 15:42,Benson Boone,In The Stars,216410
2022-12-25 15:45,Anson Seabra,Magazines,220049
2022-12-25 15:48,Anson Seabra,Lucky Charms,190127
2022-12-25 15:51,Anson Seabra,Peter Pan Was Right,192497
2022-12-25 15:54,Haiden,Sorry to Your Next Ex,169613
2022-12-25 15:58,Tate McRae,she's all i wanna be,206772
2022-12-25 16:01,Kodaline,Brother,203186
2022-12-25 16:04,Stephen Sanchez,Until I Found You,5512
2022-12-25 16:04,Stephen Sanchez,Until I Found You - Piano Version,184895
2022-12-25 16:04,Dylan Conrique,birthday cake,1600
2022-12-25 16:04,Dove Cameron,If Only,1514
2022-12-25 16:07,Anson Seabra,Unloving You,153863
2022-12-25 16:10,Taylor Swift,Crazier,191946
2022-12-25 16:13,Julie and the Phantoms Cast,Perfect Harmony (feat. Madison Reyes & Charlie Gillespie),204000
2022-12-25 16:16,We Three,Sara,211175
2022-12-25 16:20,AJ Mitchell,Used to Be,2218
2022-12-25 16:20,Adele,Easy On Me,224694
2022-12-25 16:20,Anson Seabra,Come Close,5650
2022-12-25 16:20,Lauren Spencer Smith,Fingers Crossed,1792
2022-12-25 16:20,Anson Seabra,Keep Your Head Up Princess,4565
2022-12-25 16:20,grentperez,Cherry Wine,1045
2022-12-25 16:20,Justin Bieber,Ghost,4671
2022-12-25 16:20,Ed Sheeran,All of the Stars,1984
2022-12-25 16:21,Home,Resonance,2303
2022-12-25 16:21,WALK THE MOON,Lost In The Wild,17855
2022-12-25 16:24,Tom Odell,Heal,193080
2022-12-25 16:25,Jesse & Joy,Ecos De Amor,1216
2022-12-25 16:25,Olivia Rodrigo,favorite crime,1429
2022-12-25 16:25,Ellie Goulding,"Still Falling For You - From ""Bridget Jones's Baby""",896
2022-12-25 16:25,Zac Efron,Rewrite The Stars,1002
2022-12-25 16:25,Tai Verdes,AOK,917
2022-12-25 16:25,Matthew Mole,Take Yours,917
2022-12-25 16:25,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),938
2022-12-25 16:25,Bohnes,Middle Finger,81508
2022-12-25 16:25,Clinton Kane,I GUESS I'M IN LOVE,874
2022-12-25 16:25,BANNERS,Shine A Light,981
2022-12-25 16:26,Sam Fischer,What Other People Say (with Sam Fischer),3968
2022-12-25 16:28,Olivia Rodrigo,favorite crime,152666
2022-12-25 16:31,Sam Fischer,What Other People Say (with Sam Fischer),194890
