endTime,artistName,trackName,msPlayed,uri
2022-06-06 22:16,KHEA,Ayer Me Llamó Mi Ex – Remix,256253,59nnGpAU3AiL2tD0o2It11
2022-06-06 22:20,Duki,She Don't Give a Fo,209531,03a359wbiUsjN9h6yzXvmS
2022-06-06 22:23,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",2581,2Gq636OOGgxCTqEuzCZhsa
2022-06-06 22:23,Daddy Yankee,Salgo Pa' la Calle,2006,5hpwyyJJ2JyozFVVRJsfLp
2022-06-06 22:23,Luck Ra,Te Mentiría Remix,11029,1txrFHh4XUU3Kp8HcD2TFW
2022-06-06 22:23,Giuliano Cobuzzi,Cayó la Noche X Soy Peor,554,0A10irhFqhj5BWWc1q6boi
2022-06-06 22:23,TINI,Bar,2623,0lJE8f0lx8mUSfMyxeYpiC
2022-06-06 22:23,Trueno,BIEN O MAL,176629,4n0MBJuHpZ9dnD1BtsOIxB
2022-06-06 22:26,WOS,ARRANCARMELO,183547,2x8oBuYaObjqHqgGuIUZ0b
2022-06-06 22:32,Bizarrap,"Paulo Londra: Bzrp Music Sessions, Vol. 23",258541,2uky0VCI2EZni0nArOPznM
2022-06-06 22:35,Mora,TUS LÁGRIMAS,174482,30W8VKHrAZmHzObnwAoc1u
2022-06-06 22:39,TINI,Carne y Hueso,3242,3yeFTYLMz4nOtyPXWEMKsW
2022-06-06 22:43,Polo G,Distraction,14527,1oc92BMKYkNxK17C2GtyRM
2022-06-06 22:43,WOS,ARRANCARMELO,2261,2x8oBuYaObjqHqgGuIUZ0b
2022-06-06 22:45,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",126122,2Gq636OOGgxCTqEuzCZhsa
2022-06-06 22:48,Morat,París,182187,3ehHqgYRzmeUi345MfHS2N
2022-06-06 22:52,Polimá Westcoast,ULTRA SOLO,227220,0OTNHGKcqQbk51bOYe462Y
2022-06-06 22:55,Danny Ocean,Fuera del mercado,159849,1UdzJEpgJxtuXAlCOvD4S0
2022-06-06 22:58,Emilia,la balada,165959,5hgjF68xugLDOyLSjfe8QN
2022-06-06 22:58,Mora,TUS LÁGRIMAS,39934,30W8VKHrAZmHzObnwAoc1u
2022-06-06 23:34,TINI,Carne y Hueso,131712,3yeFTYLMz4nOtyPXWEMKsW
2022-06-07 10:16,WOS,ARRANCARMELO,183547,2x8oBuYaObjqHqgGuIUZ0b
2022-06-07 10:18,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",160000,2Gq636OOGgxCTqEuzCZhsa
2022-06-07 10:25,Tiago PZK,Loco,187300,2J9B63FawlTaPdg4eH5X03
2022-06-07 10:28,Tiago PZK,Sola - Neuen Live Sessions - En Vivo,187200,4P1T0qUkqIVuByWA8i1SQV
2022-06-07 11:49,Polimá Westcoast,ULTRA SOLO,1269,0OTNHGKcqQbk51bOYe462Y
2022-06-07 11:49,Morat,París,182187,3ehHqgYRzmeUi345MfHS2N
2022-06-07 11:52,Emilia,la balada,13197,5hgjF68xugLDOyLSjfe8QN
2022-06-07 11:52,Mora,TUS LÁGRIMAS,2261,30W8VKHrAZmHzObnwAoc1u
