artist,album,track,uri
Jason Mraz,YES! (Commentary),Rise - Commentary,4kpN3IVVc9rtwJjdc6O6BC
Ed Sheeran,x,The Man,1gHF0I223J5pv06SuBcmkz
Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours - From the Casa Nova Sessions,384ft9nYgu5fpnbeSMXkMo
The Script,No Sound Without Silence,Superheroes,37sINbJZcFdHFAsVNsPq1i
Jason Mraz,We Sing. We Dance. We Steal Things.,Love for a Child,1Qvuj9WloHBRn7FRoCXepE
Bryan Adams,Reckless,Draw The Line,6eeIEZhjXr0XzyeiLpKftt
Mancha De Rolando,Viaje,Viaje,6n7eNFMciACeSfOdtrqFh3
Bryan Adams,Reckless,One Night Love Affair,5W2wzbDu4os7SbAGVzbYfY
Queen,Bohemian Rhapsody,Hammer To Fall - Live Aid,5ekobRVHvm435Eipr1StAg
Calle 13,Entren Los Que Quieran,Intro,3ffHNDPlP9k1ZTuEJsxBm5
Lady Gaga,A Star Is Born Soundtrack,Heal Me,5eRo6g2COIM4OE3UEHMA4g
Coro Pascua Joven San Isidro,Alimento que da vida,Vida en abundancia,7oMgpX0X6TnxXdADuAz7Sc
Calle 13,Residente o Visitante,Pa'l Norte (feat. Orishas),7zmDFfSrtSd2JeqBqRqUmV
La Fronda,40 Principales Pop & Rock Nacionales,Monarca de Ningún Lugar,6Z0Hqd3WDFwayk9Bx6UikL
Jason Mraz,Love Is a Four Letter Word,The Woman I Love,6Vn8lTVMjILXQCjZUXS8n4
Coro Pascua Joven San Isidro,Estás Aquí,Lágrimas de Vida,5ywcQGCvxTbpF7iGt9R2qz
Bryan Adams,Reckless,Tonight - Live At Hammersmith Odeon/1985,5jVQV7slbsxvMB4EujbHdU
Train,California 37,You Can Finally Meet My Mom,0UnnPoUkys3vA1PNJyN7MO
Jauría,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,Adiós a Dios,3xZo6fmai1g1IpHfPh2GAV
John Mayer,Continuum,Waiting On the World to Change,5imShWWzwqfAJ9gXFpGAQh
Coro Pascua Joven San Isidro,Se entregó por mí,Iluminado por el fuego,2Jw1azS1gSscmuPmi0a7Np
La Beriso,En Vivo en el Estadio Único,Sueños - En Vivo en el Estadio Único,7ErDvFvM8iRtFCGZ0B0cdt
Ed Sheeran,÷,Galway Girl,0afhq8XCExXpqazXczTSve
Arnau Griso,Revolución Bananera,No Sé Nadar,52348fEFFPjl8PHMqWzHyY
Arnau Griso,Te lo juro,Te lo juro - Acústico,5T28d6NbnAwpwQ1Guvq8YO
Calle 13,Entren Los Que Quieran,Inter - En Annunakilandia,3hZeukSl6tkGX7mPpp8OUZ
Indios,40 Principales Pop & Rock Nacionales,Casi Desangelados,4aJCa5PF4KfF1ruyKFPwjB
The Script,The Script,The Man Who Can't Be Moved,4Musyaro0NM5Awx8b5c627
Train,California 37,Drive By,0KAiuUOrLTIkzkpfpn9jb9
Sublime Reggae Kings,Vintage Reggae Beats,Say It Right,6yHoHxdsnzk5RgCAX9m3zJ
Ed Sheeran,÷,Save Myself,6TIU9Ehmi6dMzZK73Ym4yj
Canserbero,Muerte,Mundo de Piedra,4fhF0iJffyUJReKSecg78m
Queen,Bohemian Rhapsody,The Show Must Go On,5WZDLZVCvY1rEyNir6k8Pg
Ed Sheeran,+,Autumn Leaves - Deluxe Edition,7iBSkXB0pTvZasOLf0Qxk9
Jason Mraz,Love Is a Four Letter Word,I'm Coming Over,3vaEUJwqNMJHuNJEeW3DGc
Jason Mraz,YES! (Commentary),3 Things - Commentary,7DnIiruL3WwET6fM0EE80w
Riddim,40 Principales Pop & Rock Nacionales,Tu Amor,0NwN2Qr3f8GRICUO1Zb60x
Los Auténticos Decadentes,40 Principales Pop & Rock Nacionales,Un Osito de Peluche de Taiwán,021JSGxBb3MYkgBMha91TF
Ed Sheeran,÷,Hearts Don't Break Around Here,2dfHh7ECGxfNqZTQno09Vk
Justin Bieber,Believe,She Don't Like The Lights,2gT7FMqbkW9dG5ILrCcZZw
Arnau Griso,Revolución Bananera,Ser y Estar,5FMd79jDEAKTpQB6YmPVQJ
La Beriso,En Vivo en el Estadio Único,Donde Terminaré - En Vivo en el Estadio Único,2AEE3ejP0saHTJQ9i0qGV9
