artist,album,track,uri
Ivan Noble,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,Donde Gustes y Cuando Quieras (feat. Vicentico),spotify:track:3Bbz8SNXBpPd2Zr9rIwoPQ
Jason Mraz,YES! (Commentary),"Hello, You Beautiful Thing - Commentary",spotify:track:2dXJEVKs2AXvboc1eLwlww
Lifehouse,Lifehouse,You And Me,spotify:track:4T2SmVJPtDdugk5j5xV1d5
Jason Mraz,YES! (Commentary),Out of My Hands - Commentary,spotify:track:6uSsoiDS3ZG7J4N50246Ci
Bryan Adams,Reckless,This Time - Live At Hammersmith Odeon/1985,spotify:track:5qy53XrpzODhpjZDOHlwjE
Bersuit Vergarabat,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,Que Hable de Vos,spotify:track:6gIjtwvahp8owpNswYKGkb
Justin Bieber,Believe,Be Alright,spotify:track:0Ff2HEyq4Ja4Acb0n180DP
Fran Busso,Agua y Harina,Y Contarte Esto,spotify:track:5xaWKM09CmfM7sM1AoTl0F
Louis Tomlinson,Walls,Fearless,spotify:track:1yEqyvgLgjS4v5GriAevCh
Sam Fender,Hypersonic Missiles,White Privilege,spotify:track:21BWtfznZlw1hSicGGWVjE
Maluma,"Pretty Boy, Dirty Boy",Borro Cassette,spotify:track:6DUdDIRgLqCGq1DwkNWQTN
Justin Bieber,Believe,Take You,spotify:track:2m7DhPeRvWtFSPTVSLO8SV
Mancha De Rolando,Viaje,Calavera,spotify:track:5QLbG1uIdSQyiKOY69SN4v
Queen,Bohemian Rhapsody,Who Wants To Live Forever,spotify:track:77X4MKKCVpGSHsaErgCLzT
Jason Mraz,We Sing. We Dance. We Steal Things.,Details in the Fabric (feat. James Morrison),spotify:track:3tpa0xZodDk9jmEKiio1Jb
Louis Tomlinson,Walls,Two of Us,spotify:track:1eqwjXdMTed8Pz3PLNcHe9
Poncho,40 Principales Pop & Rock Nacionales,Una Buena Decisión,spotify:track:68xCqjNerUsFPqsuE9mivX
Bacilos,Grandes Exitos,Caraluna,spotify:track:4XTMj7kd8DHLl0r7ghmEAr
Coro Pascua Joven San Isidro,Nueva Mañana,Ave María,spotify:track:4avAHBUsq1WM7T7dgQBNP1
Calle 13,Entren Los Que Quieran,Outro,spotify:track:5NBJrDQMg6X8lpJUoCWLzC
Jason Mraz,We Sing. We Dance. We Steal Things.,Make It Mine - Live,spotify:track:2eA84oI2fHVrddTBEcMYR9
John Mayer,The Search for Everything - Wave One,Moving On and Getting Over,spotify:track:1CdEcheLJU6SgxnbFEj2WX
Jason Mraz,We Sing. We Dance. We Steal Things.,Butterfly - From the Casa Nova Sessions,spotify:track:4x3lPTB6wzpwA32liJXO67
Jason Mraz,YES! (Commentary),Best Friend - Commentary,spotify:track:1nAojYD3xNA6TU5OGVsa10
Fran Busso,Agua y Harina,Entre Libros,spotify:track:1lnjnRgyajyD2K54KuGAzz
SEVENTEEN,SEVENTEEN 4th Mini Album ‘Al1’,Habit,spotify:track:0ePDb0b1tMQlqP9u58pmcg
Jason Mraz,Love Is a Four Letter Word,Frank D. Fixer,spotify:track:1UJhSw5n44zThKBgWr7Es4
Calle 13,Residente o Visitante,Atrévete-Te-Te,spotify:track:53mKtvfoRfqdxeAWfHJ70e
Jason Mraz,Know.,Sleeping To Dream,spotify:track:1hdPZivB5TgYcBpgGcZfBR
Jason Mraz,YES! (Commentary),You Can Rely on Me - Commentary,spotify:track:4hhJMl3t6lG3xrerShgrTm
Los Tipitos,40 Principales Pop & Rock Nacionales,Campanas en la Noche,spotify:track:1rkKhxXHcUz84xqSHxJlXA
Rednex,Sex & Violins,Cotton Eye Joe,spotify:track:06hsdMbBxWGqBO0TV0Zrkf
Ashe,I'm Fine,I'm Fine,spotify:track:27gRd0sbdd8cJdI6yx6dt8
Ed Sheeran,+,Little Bird - Deluxe Edition,spotify:track:4bcgRbGeq4IejesjsiHyTH
Justin Bieber,Believe,Fall,spotify:track:6L4g1biqMnHexY19cERi1q
Mancha De Rolando,Viaje,Renacer,spotify:track:3gHI08eRhzbd7mEIKkz7Wj
Bryan Adams,Reckless,Summer Of '69,spotify:track:0GONea6G2XdnHWjNZd6zt3
Train,"Save Me, San Francisco (Golden Gate Edition)",Umbrella,spotify:track:5GCgC77m6EaAqu7ZlukMu2
Juana La Loca,40 Principales Pop & Rock Nacionales,Sábado a la Noche,spotify:track:3iS6ErQtTFXbswpq0ihlRn
Ed Sheeran,÷,Supermarket Flowers,spotify:track:4VuS959DSpr82t3qBqCrWG
Arnau Griso,Para que el mundo lo vea,Para que el mundo lo vea - Acústico,spotify:track:6IukuUL2wwXBMQgbNsBnKK
Coro Pascua Joven San Isidro,Alimento que da vida,Después de caer,spotify:track:5wpFcch8FkRv1Nl5MepMxK
Ed Sheeran,÷,Happier,spotify:track:2RttW7RAu5nOAfq6YFvApB
Jason Mraz,YES! (Commentary),A World with You - Commentary,spotify:track:6Vfw6zymFzapBySj30fexZ
Coldplay,A Head Full of Dreams,Adventure of a Lifetime,spotify:track:69uxyAqqPIsUyTO8txoP2M
CoComelon,"CoComelon Kids Hits, Vol. 1",Wheels on the Bus,spotify:track:6YQ7aPJhk0MGpwoKfFAEbS
Fabiana Cantilo,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,La Libertad,spotify:track:6oJ6NQuOcE66IA3ifWuG6T
Louis Tomlinson,Walls,Kill My Mind,spotify:track:4emicu3yCflgo7z6cAuw5j
Mancha De Rolando,Viaje,Buscar,spotify:track:6A5hoZk6qhEoxH4d1tGX0W
Lady Gaga,A Star Is Born Soundtrack,Why Did You Do That?,spotify:track:1sv0BhPPnrUgQ6dziZlmuM
Jason Mraz,We Sing. We Dance. We Steal Things.,If It Kills Me,spotify:track:5wfiaGgyuQcW2hvDy2NB5J
Jason Mraz,We Sing. We Dance. We Steal Things.,Coyotes - From For a Girl in New York Sessions,spotify:track:4bx7VFuRSNrH1f2x2zZal2
Arnau Griso,Revolución Bananera,Te Lo Juro,spotify:track:0S22gHXilJYVRwfiD4O0YN
Train,California 37,Bruises (feat. Ashley Monroe),spotify:track:3adeqciqrsp6PQqR0hGDC7
Coldplay,A Head Full of Dreams,Kaleidoscope,spotify:track:7IX7VAXujvcZ3e1PG7sGP7
Train,a girl a bottle a boat,Drink Up,spotify:track:17AtR2mHWKdDXCPUFydJKL
Coro Pascua Joven San Isidro,Se entregó por mí,Necesito de tu amor,spotify:track:1FsKOekuFNMRPljB2gUGMQ
La Beriso,En Vivo en el Estadio Único,Boogie/ Infierno (with Juanse) - En Vivo en el Estadio Único,spotify:track:0GxTc1bSqrKtdPuNv1s1kg
Jason Mraz,YES! (Commentary),Back to the Earth,spotify:track:0LnjRXy29ORVAzUKZ0B6wH
Calle 13,Entren Los Que Quieran,Prepárame La Cena,spotify:track:7ephv6B3AtS4ZOQdQX5uUe
Fran Busso,Agua y Harina,Dando Vueltas,spotify:track:1IH3n20rcc7JPq7Nqb1M1f
Bryan Adams,Reckless,Heaven - Live At Hammersmith Odeon/1985,spotify:track:20VZDz6SJ48Lo9vOxAz4Jz
Justin Bieber,Believe,One Love,spotify:track:0FwkLxm84A5P3YNlZzfM0J
Alex Ubago,¿Qué pides tú?,Sin miedo a nada (feat. Amaia Montero),spotify:track:02bKaAG61tMw9c63fzKXal
Bryan Adams,Reckless,It's Only Love - Live At Hammersmith Odeon/1985,spotify:track:6ylZrimCap27kXn2Vmk0ks
Ed Sheeran,x,Even My Dad Does Sometimes,spotify:track:0N5zjRnf8AreOm95iSBXF4
Smile,Bohemian Rhapsody,Doing All Right - ...Revisited,spotify:track:69VE5kmfqG4dJSkrB1OtCI
Ed Sheeran,÷,Barcelona,spotify:track:3Lfiu5sZ4M4B6JaKMBc0FU
Coro Pascua Joven San Isidro,Nueva Mañana,Pregón Pascual,spotify:track:6PxRi0MYAJAtSMGRqXeeUD
Jawsh 685,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),spotify:track:1xQ6trAsedVPCdbtDAmk0c
Quevedo,DONDE QUIERO ESTAR,DAME,spotify:track:5yocaqYG38qpSSxV1t0o3D
Sublime Reggae Kings,Vintage Reggae Beats,L.S.F. (Lost Souls Forever) - Reggaeton Mix,spotify:track:0hePdMMxMiypT2EEQhc0iz
Calle 13,Residente o Visitante,La Crema,spotify:track:3ZUwkZWSiYxkP8kZDlxqnL
Andrés Calamaro,Alta Suciedad,Flaca,spotify:track:1p7m9H4H8s0Y7SgRm7j3ED
Ed Sheeran,÷,Bibia Be Ye Ye,spotify:track:6SznMYPQJHzr3IwsAHLId2
Jason Mraz,Know.,Better With You,spotify:track:2x7h2ABCBEifwpDgNOGHGm
Ed Sheeran,÷,Eraser,spotify:track:7oolFzHipTMg2nL7shhdz2
Calle 13,Entren Los Que Quieran,Todo Se Mueve (feat. Seun Kuti),spotify:track:2RoVDBP1X11glvRbBIDq9b
Sublime Reggae Kings,Vintage Reggae Beats,Human - Album Mix,spotify:track:0djXacWzJnRQCLbiN3A2CW
Rihanna,Good Girl Gone Bad: Reloaded,Umbrella,spotify:track:49FYlytm3dAAraYgpoJZux
Los Cafres,40 Principales Pop & Rock Nacionales,Bastará,spotify:track:6BwUE8tB7wFgk5gp5wwtC1
Queen,Bohemian Rhapsody,Don't Stop Me Now - ...Revisited,spotify:track:3INsYP1Y8GG4qJvBsKCdXC
La Beriso,En Vivo en el Estadio Único,No Me Olvides - En Vivo en el Estadio Único,spotify:track:72u4xKqeaMJ1XustsJaw9c
Niall Horan,Flicker,Too Much To Ask,spotify:track:4v094LQ9eF10k2O2Te2ngK
Bryan Adams,Reckless,The Only One - Live At Hammersmith Odeon/1985,spotify:track:2JSp9JGhsvtJkyfknvGhwf
TINI,Miénteme,Miénteme,spotify:track:0cOa970mzTWAxKtltpkpLc
Jason Mraz,We Sing. We Dance. We Steal Things.,Butterfly,spotify:track:7rrmHHc1kY9vkIZnXrcH7T
Ed Sheeran,+,Sunburn - Deluxe Edition,spotify:track:3YPiRYIUFlcQ0aaLGmeswS
Imagine Dragons,Night Visions,Round And Round,spotify:track:7xIpM5gF7cDin6nOZ3Qb0x
Ed Sheeran,+,Drunk,spotify:track:4RnCPWlBsY7oUDdyruod7Y
Coro Pascua Joven San Isidro,Alimento que da vida,Quédate Señor,spotify:track:5WjJBybvpTV0bh7EWHREhh
Christina Perri,A Thousand Years,A Thousand Years,spotify:track:6lanRgr6wXibZr8KgzXxBl
Sublime Reggae Kings,Vintage Reggae Beats,Thinking out Loud,spotify:track:47HlZR3kefD8KUaZnQrAyw
Louis Tomlinson,Walls,Habit,spotify:track:3As9Uyx1ZYKbdcEn3d7zma
Jason Mraz,YES! (Commentary),Love Someone,spotify:track:1qvToOLpOdxoxmEyebs0Wi
Jason Mraz,We Sing. We Dance. We Steal Things.,Make It Mine,spotify:track:6UdhIn5jito25nOYZ5jWlA
Mancha De Rolando,Viaje,Donde Vamos,spotify:track:5h6BXdnXh4IWFhHeUxgbrr
Jason Mraz,Love Is a Four Letter Word,The World as I See It,spotify:track:6YQ5iUWQwGxetqHdJP1tNn
Jason Mraz,We Sing. We Dance. We Steal Things.,Make It Mine,spotify:track:5f6YuUUT5XI0e2Jh22Yrsy
Lady Gaga,A Star Is Born Soundtrack,I Don't Know What Love Is,spotify:track:3PPeqAc0fCfFdh8cUYShn6
Bryan Adams,Reckless,Run To You,spotify:track:2RWFncSWZEhSRRifqiDNVV
La Beriso,En Vivo en el Estadio Único,Cómo Olvidarme - En Vivo en el Estadio Único,spotify:track:0kSvS0lJiRnaAl8esnEDY5
Bradley Cooper,A Star Is Born Soundtrack,Out Of Time,spotify:track:6dPTv6lJStWDjdTSaOiNBV
Bryan Adams,Reckless,Let Me Down Easy,spotify:track:2LkrZFhK5sDShMrz6Ya7K6
Queen,Bohemian Rhapsody,We Will Rock You - Movie Mix,spotify:track:2t8UoPFVXCRZulscbwv0QL
Mancha De Rolando,Viaje,Arde la Ciudad,spotify:track:3SyKG06yOK3omo29EwZ8dP
Las Pelotas,40 Principales Pop & Rock Nacionales,Bombachitas Rosas (En Vivo),spotify:track:79esfye17iAkpoxEtPrg2z
Usted Señalemelo,II,Big Bang,spotify:track:1tgYWMpHWhhvr0hgOyCZsp
Imagine Dragons,Night Visions,On Top Of The World,spotify:track:4eLSCSELtKxZwXnFbNLXT5
Jason Mraz,We Sing. We Dance. We Steal Things.,A Beautiful Mess - From the Raining Jane Sessions,spotify:track:7aKiTB0GHIxQ6FzSd42cVp
Ed Sheeran,+,Gold Rush - Deluxe Edition,spotify:track:4mT5mVFaU7trA3UdbGqfB9
Ozuna,Odisea,Quiero Repetir,spotify:track:0MIcPSq9n2z5H8TAfEstri
Sublime Reggae Kings,Vintage Reggae Beats,L.S.F. (Lost Souls Forever),spotify:track:1iRUeFhHyjDwtiNk1IrOVg
Imagine Dragons,Night Visions,Selene,spotify:track:6nzZA9seFS4K2JStoFY8y5
Jason Mraz,We Sing. We Dance. We Steal Things.,Make It Mine - From the Casa Nova Sessions,spotify:track:6VOlbywGMxBZ7fIlIlNhVQ
