trackName,endTime,artistName,msPlayed,uri,duracion_ms,popularidad,danceability
Upside Down,2023-04-01 11:45,Jack Johnson,209546,3vzT5SNVL3vaDeAgnG9QhF,169386,42,0.666
VISTA AL MAR,2022-09-19 14:02,Quevedo,17339487,7iwJOi3hlMqZt6pj1sQOBj,180672,79,0.759
Vacation,2022-08-09 13:39,Dirty Heads,388339,7cdy4PbCdDZZNjyxoZyE0c,209721,67,0.736
Venganza,2022-09-14 14:09,No Te Va Gustar,39298,0QBMEboyu2DxFTKGbI5nl7,202376,59,0.51
Vida Gangster,2023-02-02 19:14,Lauty Gram,928,4I4FFtKZLtyqw4he9pPtL7,170058,81,0.693
Viernes 13,2022-10-03 20:11,KAKTOV,2461,36ZEFaqp4vVd8VYhvvO4oK,177299,60,0.452
Volando - Remix,2022-10-15 20:02,Mora,7102311,0G2zPzWqVjR68iNPmx2TBe,273474,81,0.659
Vámonos,2023-02-26 00:16,Benjamín Amadeo,165503,4Uc8YalUCcHZtZK25oB4Fy,142212,43,0.501
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),2022-11-04 17:40,Shakira,202626,2Cd9iWfcOpGDHLz6tVA3G4,202626,22,0.766
Walking in the Wind,2023-04-01 14:05,One Direction,202640,1ZycJRpLOazlLcoFGxGROO,202640,70,0.687
Wapo Traketero,2022-09-06 16:13,Nicki Nicole,1264201,5ctNuquTVDsfMb9jKzsYu0,181000,63,0.759
Waves,2022-10-17 21:50,The 502s,136378,5YxjqAmJlVfUbhQwubexkQ,190053,0,0.739
What Do I Know?,2022-11-04 17:05,Ed Sheeran,237333,2pJZ1v8HezrAoZ0Fhzby92,237333,70,0.838
When I Grow Up,2023-02-28 20:19,Matilda the Musical Original Cast,32507,58CDpvUvFA50aSER3RDghv,246200,0,0.68
Ya No Más,2022-10-17 21:18,Fer Palacio,14303,4JmQQuj05sQD6hMfKFzcoR,161034,54,0.679
YaMeFui,2022-07-12 21:15,Bizarrap,1169054,42ahuAFlYGjIGBpVdHcLij,182594,69,0.785
Zafar,2022-06-23 21:51,La Vela Puerca,4721218,0ZYcjnsXrs7BxWGnU0uVeV,262000,0,0.664
bad guy,2023-04-01 13:38,Billie Eilish,194087,2Fxmhks0bxGSBdJ92vM42m,194087,85,0.701
qué le pasa conmigo?,2023-04-25 23:59,Nicki Nicole,565580,4TrYGTVgWOe2s3ZPn5qFTa,167251,82,0.833
